ParticipantID,ParticipantSex,ParticipantAge,MMS1,MMS2,MMS3,MMS4,MMS5rc,MMS6rc,MMS7,MMS8,MMS9rc,MMS10,MMS11,MMS12,MMS13,MMS14rc,MMS15rc,MMS16,MMS17,MMS18,MMS19,MMS20,MMS21,MMS22,MMS23,MMS24,MMS25rc,MMS26,MMS27rc,MMS28,MMS29,MMS30,MMS31,MMS32,MMS33,MMS34rc,MMS35,MMS36,MMS37,MMS38,MMS39,MMS40rc,MMS41,MMS42,MMS43,MMS44,MMS45,MMS46,MMS47,MMS48,MMS49,MMS50,MMS51,MMS52,MMS53,MMS54,MMS55,MMS56rc,MMS57rc,MMS58,MMS59,MMS60,MMS61,MMS62,MMS63,MMS64,MMS65,MMS66,MMS67,MMS68rc,MMS69,MMS70rc,MMS71,MMS72,MMS73,MMS74,MMS75rc,MMS76,MMS77,MMS78,MMS79
162,1,47,2,2,5,2,2,2,4,2,4,2,6,4,6,6,4,4,2,2,4,4,2,4,2,2,2,5,4,1,4,1,2,2,6,3,2,2,2,2,1,4,2,4,2,2,5,2,4,2,2,1,4,6,6,2,2,2,2,4,6,4,2,2,1,2,2,3,4,2,6,2,2,4,6,2,2,1,4,6,1
163,1,38,2,2,6,2,2,2,6,2,2,2,6,6,6,6,2,4,2,6,2,4,2,6,2,2,6,6,2,2,2,2,2,2,6,2,6,2,2,2,2,2,2,6,6,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,6,6,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,7,1
164,1,45,5,1,5,5,2,2,6,6,3,6,6,6,6,3,2,6,5,5,6,6,2,6,5,6,4,5,5,2,4,2,1,1,7,4,6,4,3,3,4,6,5,4,4,5,5,5,4,5,4,3,7,5,6,6,7,5,3,5,5,5,5,5,4,3,4,3,3,5,2,6,5,5,5,5,4,5,4,5,3
165,1,34,5,4,4,5,4,5,4,3,5,4,4,5,4,4,3,4,3,4,4,5,5,4,5,4,3,4,4,3,4,5,5,3,4,3,4,3,4,5,4,4,5,4,3,4,5,4,3,4,5,4,4,4,5,5,4,3,4,4,5,4,5,4,5,5,4,3,4,3,4,3,5,3,4,5,3,4, ,4,5
166,1,32,2,5,6,2,2,3,6,4,4,5,6,3,5,6,6,3,2,2,3,2,2,3,2,3,7,2,5,2,2,3,2,3,6,6,3,2,3,2,2,4,4,4,2,2,2,4,6,3,5,2,3,2,6,4,2,5,6,2,3,2,2,3,2,2,3,2,2,6,3,4,2,1,2,2,6,2,3,2,2
167,1,39,6,3,5,5,3,3,5,5,3,6,3,5,6,3,3,6,5,5,6,5,5,6,5,6,3,5,3,6,5,4,5,5,6,3,5,6,6,6,5,6,5,5,6,6,6,6,5,6,6,5,5,5,5,6,5,3,2,5,5,4,6,5,6,5,5,5,5,3,6,3,6,4,5,6,4,5,5,5,6
168,1,70,3,1,4,4,2,5,4,1,3,1,7,4,6,2,4,4,3,4,4,4,1,6,1,1,7,6,2,1,1,1,1,1,6,4,1,1,6,2,1,4,1,6,1,2,1,1,4,1,1,1,5,1,4,1,1,4,3,1,4,4,3,1,2,1,2,1,4,4,1,4,2,4,4,1,3,1,4,1,1
169,1,30,6,6,4,5,2,3,4,6,3,4,5,4,5,2,3,5,4,3,5,3,4,2,4,3,4,3,4,4,4,5,5,4,3,4,4,4,4,4,4,3,4,4,5,4,5,5,4,4,4,3,4,5,4,6,4,4,2,4,4,4,6,6,6,6,6,6,6,3,4,2,6,5,6,6,2,5,4,4,3
170,1,34,5,3,6,5,6,5,4,3,3,4,5,5,2,3,6,3,6,4,6,2,4,6,6,2,3,3,4,2,6,5,5,5,2,6,6,4,6,4,2,5,4,6,6,7,4,3,5,2,6,4,3,4,7,5,2,4,6,5,6,5,2,4,6,3,2,4,6,2,3,2,4,6,4,3,2,3,2,5,6
171,1,53,1,1,6,1,1,2,3,1,1,6,6,3,6,3,1,2,2,3,3,6,1,3,7,1,6,1,7,1,1,1,2,1,5,2,1,2,5,1,1,1,1,5,1,1,1,1,1,2,1,1,5,1,2,1,1,2,6,1,3,5,1,1,1,1,2,1,5,1,1,7,1,2,3,1,2,1,1,7,1
172,1,46,2,2,6,2,2,4,6,2,2,2,6,4,6,2,2,7,2,3,2,5,2,2,2,1,3,5,2,2,2,2,2,2,5,6,2,2,2,6,2,2,6,6,2,6,2,2,2,2,2,2,6,2,2,2,2,2,2,2, ,6,6,2,2,2,5,2,3,2,2,2,2,2,2,2,2,2,2,6,2
173,1,45,6,2,5,5,3,3,5,4,4,4,3,5,6,6,2,7,4,5,5,5,2,5,5,4,2,6,2,6,2,3,5,5,6,2,2,6,6,4,5,3,6,6,5,4,5,6,6,6,6,6,6,2,6,2,5,3,3,2,2,6,5,5,5,5,4,5,6,3,2,2,6,2,2,2,5,2,2,2,6
174,1,27,3,4,5,6,3,3,4,3,4,5,5,4,4,5,6,4,4,5,5,5,5,4,3,4,4,5,3,4,3,4,4,6,5,3,4,3,3,4,4,3,5,4,3,6,5,4,5,5,3,3,5,4,3,4,4,3,3,4,3,3,3,3,4,5,6,5,4,4,4,5,3,4,5,4,4,3,3,4,5
175,1,66,2,2,7,3,1,2,3,1,6,3,7,5,7,5,3,5,3,5,3,6,1,6,6,1,6,5,6,1,5,1,1,1,5,5,1,4,5,2,1,5,5,6,1,5,3,1,4,1,5,1,7,1,5,4,3,3,3,5,6,5,3,1,1,2,2,2,6,3,5,6,5,5,5,5,3,3,2,2,1
176,1,31,6,1,7,3,1,3,5,1,4,1,5,5,7,5,2,7,6,5,4,5,1,4,1,1,3,5,1,2,2,2,4,2,5,2,2,5,5,2,5,1,7,6,1,1,1,4,4,1,5,3,7,5,7,1,4,3,3,2,5,7,1,3,3,2,2,2,3,1,6,3,1,1,6,1,4,1,1,4,1
177,1,29,1,1,5,2,1,4,6,3,4,4,7,5,6,2,2,6,2,3,2,6,1,3,2,1,6,4,2,1,1,1,1,3,5,1,1,2,2,3,1,3,4,6,1,1,1,4,2,4,1,1,6,1,6,1,1,3,3,2,2,6,5,1,1,1,1,1,2,1,2,1,1,4,1,1,1,1,1,4,1
178,1,31,5,6,5,6,2,3,2,5,1,2,5,5,6,3,1,5,2,1,1,1,5,1,5,7,2,6,1,1,5,1,1,5,2,1,1,1,7,5,6,1,6,1,1,1,6,5,6,7,1,1,6,2,5,5,6,1,2,7,4,5,6,5,1,1,1,1,2,3,6,1,6,7,6,1,1,1,1,7,1
179,1,52,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,3,4,4,4,4,4,3,4, ,4,4,4,4,5,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
180,1,33,3,1,4,2,1,2,4,1,2,4,7,4,5,5,1,5,4,3,4,3,1,1,1,1,1,4,1,1,1,1,1,1,5,4,1,1,1,4,1,1,7,4,1,4,1,1,4,6,2,1,4,1,5,1,1,3,2,1,5,3,5,1,1,1,2, ,5,2,5,1,1,5,4,1,7,1,1,6,1
181,1,32,2,2,5,5,1,7,2,2,2,1,6,2,6,4,1,5,4,3,7,3,1,1,4,2,4,4,7,2,7,2,3,4,4,5,4,5,6,4,4,5,4,4,4,4,6,4,6,6,5,4,6,4,6,4,5,4,2,2,1,4,4,4,4,2,3,4,4,4,4,5,1,2,1,2,4,4,2,3,1
182,1,33,5,4,6,6,1,6,6,1,3,6,2,6,1,2,3,4,6,6,6,7,3,6,6,4,5,4,2,3,6,6,6,7,6,4,2,5,7,1,5,6,4,4,2,1,5,6,6,1,6,6,7,5,6,4,4,3,6,5,6,4,2,4,5,5,2,6,7,6,5,4,4,2,5,5,5,5,4,4,5
183,1,43,2,1,7,4,1,1,4,1,6,1,6,4,7,5,5,7,2,6,3,5,1,4,4,1,6,6,1,1,1,1,2,4,7,4,1,1,4,1,1,4,5,7,1,1,1,4,2,1,1,1,6,1,5,1,1,7,1,2,1,4,1,1,1,1,1,1,2,3,1,7,1,3,1,1,2,1,1,1,1
184,1,36,1,1,6,2,1,4,6,1,5,1,6,5,7,2,3,7,3,5,5,6,1,6,1,1,1,7,2,3,4,2,1,1,6,4,1,1,6,1,1,5,6,7,1,1,1,6,4,1,1,1,6,2,5,1,1,2,4,2,2,6,1,1,2,1,1,1,1,2,5,4,2,2,1,1,4,1,1,1,1
185,1,23,4,5,3,4,3,4,3,5,5,2,4,5,3,4,5,3,5,6,4,6,4,5,4,2,4,5,5,2,3,4,3,4,5,5,4,5,2,3,4,7,4,5,3,3,5,4,2,3,4,3,2,3,4,5,4,5,4,5,4,2,3,4,5,3,4,5,3,4,6,4,3,4,3,4,3,2,4,6,4
186,1,39,2,2,2,3,1,5,2,2,2,5,6,2,6,5,2,7,6,5,7,3,3,3,2,3,3,6,1,6,5,3,5,6,6,1,5,7,6,5,3,1,6,3,5,6,2,5,7,3,3,5,4,5,7,1,3,2,1,3,6,7,5,3,5,6,3,1,5,1,3,1,1,3,3,2,3,2,1,5,3
187,1,42,3,1,4,1,1,4,5,2,4,2,1,2,4,4,3,4,6,4,6,4,5,4,5,4,1,2,1,7,4,4,5,6,7,1,1,4,5,4,4,3,5,7,1,1,4,7,5,5,4,1,7,1,5,5,4,3,1,5,4,5,4,5,5,1,4,4,5,4,6,1,2,5,4,4,3,5,4,5,4
188,1,22,6,6,7,3,3,2,7,5,6,6,3,5,5,7,3,6,7,4,6,5,2,5,2,1,6,7,3,1,5,1,2,5,5,2,2,1,5,2,1,3,6,7,1,2,5,6,6,3,6,1,7,5,5,6,5,2,3,6,5,6,7,3,2,3,5,2,5,5,6,3,3,2,5,5,2,5,3,6,1
189,1,30,3,2,1,2,2,7,6,2,6,2,2,2,7,6,1,2,2,1,7,2,2,2,2,2,7,1,6,1,1,1,2,2,7,6,2,2,2,1,1,7,2,1,1,2,1,3,2,2,2,1,3,2,2,2,3,6,6,2,2,1,3,2,2,1,3,2,1,7,2,6,3,2,1,1,7,1,2,2,1
190,1,43,6,4,4,4,4,4,4,4,3,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,1,7,1,7,7,1,6,1,7,1,4,4,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,5,7,1,7,7,7,7,6,5,4,1,6,3,4,4,5,1,1,5,1,1,1,1,1
191,1,50,5,4,3,3,5,5,4,5,4,3,5,5,3,4,4,4,5,3,3,3,5,4,4,5,4,5,4,3,4,4,1,1,7,3, ,3,3,4,3,4,3,3,3,4,3,5,5,5,4,3,7,6,5,4,4,4,4,3,3,5,5,5,5,5,4,3,3,5,3,5,4,4,5,3,5,4,6,4,5
192,1,27,2,3,5,4,2,4,5,5,3,3,6,3,7,2,3,6,6,5,5,6,5,4,5,3,3,5,5,3,5,6,5,5,7,3,2,5,5,3,4,2,6,6,5,5,3,5,6,5,3,4,5,5,5,3,5,2,3,5,6,5,5,4,5,6,5,5,6,3,5,2,2,3,6,5,3,3,4,5,3
193,1,66,2,6,7,3,1,2,7,1,3,4,7,2,7,5,2,6,3,2,5,6,1,6,5,2,6,7,3,3,5,2,5,5,6,3,2,2,5,3,2,4,5,6,2,3,2,3,4,3,2,2,6,5,4,1,2,3,3,3,5,5,4,3,3,3,3,4,5,3,5,3,4,3,5,3,3,2,2,4,2
194,1,31,6,2,6,5,2,3,4,4,5,4,5,5,6,4,3,6,4,6,5,6,3,6,4,3,4,5,4,3,5,3,4,5,6,5,2,5,6,2,4,3,6,6,3,3,5,5,6,3,4,4,7,5,4,4,5,3,3,5,4,5,3,3,3,3,2,4,3,3,4,3,5,5,5,4,3,5,3,5,4
195,1,62,2,2,2,2,1,6,2,3,7,3,7,6,5,3,4,6,5,3,3,4,1,1,3,4,4,3,5,3,3,3,6,5,4,6,4,3,2,2,3,1,4,4,3,5,5,4,4,5,7,6,6,6,5,5,6,3,3,1,2,3,2,4,3,3,3,4,4,6,4,3,1,5,1,2,5,2,2,4,4
196,1,26,5,7,7,2,2,2,7,6,6,7,4,7,7,7,1,7,7,5,7,3,4,5,5,7,7,7,6,5,7,7,6,7,6,1,2,4,6,1,7,3,7,6,5,2,6,7,7,2,6,6,7,6,7,2,5,2,3,3,7,7,7,2,2,7,2,4,7,2,7,6,1,5,7,6,3,6,5,7,5
197,1,19,6,3,4,6,5,5,4,4,1,4,2,5,3,5,3,5,6,6,4,3,3,6,5,7,3,2,5,4,5,5,4,6,4,2,3,2,3,4,3,2,4,3,3,6,3,5,7,5,3,5,6,3,6,5,4,3,2,3,2,5,4,6,4,4,5,1,3,2,5,4,4,1,3,5,4,3,6,6,5
198,1,19,2,2,6,2,2,2,4,2,6,2,6,6,6,1,3,6,6,2,7,6,2,2,2,2,2,4,2,1,1,1,4,1,6,2,2,2,6,6,2,1,2,6,2,5,2,2,6,1,5,1,6,2,7,2,2,2,2,2,5,6,6,2,6,2,5,2,2,2,6,2,2,2,6,3,2,6,2,7,1
199,1,35,6,6,5,6,3,2,5,6,2,6,5,6,6,2,2,6,6,5,6,6,6,6,6,6,2,6,2,7,6,6,6,6,6,1,7,6,6,6,7,1,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,2,3,6,6,6,6,6,6,7,6,6,6,2,7,2,6,6,6,6,1,6,6,7,6
200,1,25,1,1,1,1,1,7,1,1,4,1,1,4,4,5,6,2,2,1,7,5,2,1,1,1,7,1,7,1,1,4,4,4,7,4,4,4,1,1,1,7,1,1,1,1,1,1,1,4,4,4,1,1,1,6,3,7,7,1,1,1,1,5,2,4,4,4,6,2,4,2,3,5,3,3,4,5,3,3,1
201,1,35,2,2,6,4,1,1,7,1,2,5,7,3,4,2,7,7,3,3,5,6,1,1,2,2,4,4,1,1,1,1,5,5,6,1,1,1,6,1,1,1,7,7,1,1,1,7,1,1,1,1,7,5,6,1,1,1,1,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1
202,1,25,5,4,5,5,3,3,4,5,3,5,5,5,5,3,3,5,6,5,5,6,5,5,5,5,3,5,5,5,5,4,4,4,6,4,4,5,4,5,5,3,5,5,4,5,5,4,5,5,6,5,5,4,5,5,5,4,3,5,5,5,5,4,5,4,4,4,5,3,4,3,5,6,5,5,4,5,4,5,4
203,1,47,5,2,3,2,3,5,5,2,4,3,5,2,5,5,4,4,2,2,6,4,2,6,4,5,4,2,4,3,6,5,2,4,5,6,4,5,4,2,4,3,5,3,6,4,4,3,5,5,6,3,4,3,4,2,5,6,4,4,5,2,4,5,4,4,2,5,2,3,6,5,3,2,5,5,3,2,5,5,3
204,1,36,3,6,4,3,3,3,5,4,3,6,4,3,5,2,4,6,3,4,5,5,5,3,4,2,4,5,3,2,2,2,3,3,6,4,3,2,3,3,2,2,2,4,3,3,5,5,5,4,3,5,5,5,4,2,2,3,2,3,5,5,4,2,2,4,4,3,4,2,3,4,2,2,5,5,5,3,2,4,2
205,1,26,5,5,4,5,3,4,1,2,4,1,4,1,6,3,3,6,5,7,6,6,3,4,4,5,3,1,2,5,3,4,5,4,6,3,4,5,4,4,6,1,4,5,1,5,7,5,2,5,6,3,5,4,6,6,3,4,4,6,4,5,7,4,5,4,3,5,5,2,5,2,5,7,5,5,4,6,5,6,7
206,1,36,2,4,1,1,5,7,2,3,7,3,2,3,3,6,5,4,1,2,2,1,3,3,5,2,4,2,5,5,4,6,2,3,2,3,2,4,3,2,5,5,2,3,1,1,2,3,2,2,3,3,3,2,3,4,4,3,6,7,1,1,2,2,2,1,1,2,1,6,2,7,2,1,1,3,7,2,4,3,4
207,1,40,2,2,5,5,2,3,6,2,3,4,6,5,6,4,3,5,4,4,4,5,2,4,4,3,2,6,3,2,4,3,2,3,5,4,2,2,4,4,2,4,4,5,4,4,3,3,3,3,5,3,5,5,5,2,4,3,3,4,5,5,4,2,3,3,4,2,2,3,4,4,2,2,5,2,3,2,3,3,2
208,1,36,2,5,6,3,3,3,5,3,4,2,4,4,5,3,3,5,5,5,5,5,4,5,4,6,6,5,3,2,5,5,3,5,5,2,5,5,5,5,5,4,5,4,4,2,3,2,4,3,4,3,5,5,5,5,5,3,3,5,5,6,2,1,1,3,1,5,5,3,5,4,5,4,5,5,3,5,6,3,5
209,1,41,2,5,5,1,2,2,5,3,3,5,6,6,6,1,3,5,4,5,4,4,2,4,5,2,6,5,5,2,5,2,2,2,4,4,2,3,5,3,3,4,4,4,2,3,2,4,5,2,2,2,4,5,3,2,3,3,2,5,5,3,5,1,2,2,2,2,3,2,5,5,1,5,3,1,7,1,1,1,1
210,1,25,5,2,6,1,3,2,5,6,6,3,5,6,4,3,2,5,5,6,3,5,5,6,3,2,5,5,6,6,5,3,5,6,7,3,6,6,5,2,5,6,6,4,5,4,6,5,4,6,2,4,5,3,6,5,7,6,2,5,6,5,4,7,6,5,7,6,5,4,7,6,2,6,5,7,2,4,3,7,5
211,1,23,1,6,4,2,2,3,4,2,1,6,6,2,7,1,2,5,2,1,2,5,1,1,1,1,3,5,1,1,1,1,6,1,4,3,2,2,7,3,1,2,1,5,3,3,1,1,2,2,1,1,5,1,3,1,2,2,1,2,2,2,1,1,1,1,3,1,5,1,1,3,2,3,1,1,1,2,1,6,1
212,1,57,4,4,5,3,2,4,5,3,3,4,6,5,6,4,5,6,2,5,5,5,3,5,5,3,6,5,3,2,4,3,5,4,6,4,3,2,5,3,2,2,6,5,3,3,3,5,5,2,3,2,5,4,5,3,2,3,3,3,5,5,5,4,3,2,3,2,4,3,5,4,3,3,5,3,3,3,2,6,2
213,1,32,1,1,6,1,1,1,4,4,1,1,1,4,6,7,1,7,1,1,4,4,7,1,1,1,2,6,7,1,7,1,1,1,7,3,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,3,7,1,1,1,1,1,1,5,6,2,1,4,1,1,4,1,7,1,1,7,1
214,1,28,5,6,5,5,3,3,5,4,3,5,5,5,6,3,4,4,4,4,3,5,5,6,6,5,2,5,3,6,6,6,5,3,4,4,5,5,5,5,5,2,4,6,5,5,3,3,4,6,6,5,4,5,3,3,3,5,2,6,5,5,5,5,6,5,5,4,5,2,6,3,6,6,6,4,4,7,6,6,6
215,1,48,2,1,6,2,2,3,6,4,3,7,5,6,7,3,3,6,3,6,5,6,2,7,1,5,2,6,7,2,1,1,1,1,7,3,1,2,2,1,1,1,6,6,6,1,1,3,6,3,1,1,7,1,7,7,7,1,2,2,1,6,3,2,2,1,6,6,2,2,6,3,2,2,1,2,2,1,1,6,2
216,1,36,3,5,4,3,4,3,4,5,6,5,5,4,5,4,5,5,5,3,5,5,3,5,3,4,4,5,5,4,5,4,3,5,5,3,4,3,4,5,4,4,3,5,4,3,3,4,5,3,4,3,3,5,4,3,4,5,4,4,3,5,3,4,5,5,5,5,5,4,6,3,6,5,5,5,3,4,3,5,5
217,1,46,4,3,6,5,2,2,6,2,4,5,6,5,6,5,2,7,2,3,2,6,1,4,5,2,5,6,3,2,5,2,1,3,6,2,1,2,4,4,4,3,6,6,1,3,5,4,3,3,3,2,6,5,3,3,3,4,3,6,5,4,5,3,5,5,3,3,3,3,5,2,3,3,5,5,2,2,4,6,2
218,1,28,1,1,5,5,3,2,6,5,3,5,5,4,5,2,4,5,6,6,5,5,4,5,5,1,7,4,3,4,5,1,5,5,6,4,5,5,4,5,4,5,5,6,4,5,5,5,4,5,5,5,4,5,5,5,4,4,3,4,5,4,4,5,4,3,5,5,4,3,5,2,4,5,4,4,3,5,3,4,4
219,1,27,3,2,7,4,4,3,4,2,4,4,6,3,7,3,2,4,3,4,4,5,2,5,5,3,4,5,4,2,3,2,4,3,4,5,2,2,5,3,3,4,2,6,2,2,2,3,4,3,2,2,6,4,3,2,2,2,4,3,5,5,3,2,2,2,3,2,4,3,4,5,3,4,5,3,3,2,2,4,3
220,1,34,5,4,4,5,4,5,4,6,2,6,6,5,6,2,4,7,2,6,4,6,5,4,6,4,3,6,2,5,6,6,6,4,6,2,4,6,6,6,6,6,4,5,5,3,5,4,3,4,1,3,6,6,6,5,5,4,5,3,1,2,3,3,3,3,1,2,6,7,1,7,6,5,1,1,5,1,2,3,2
221,1,33,2,2,6,3,2,2,3,2,6,5,5,4,5,2,6,2,4,6,4,2,2,3,1,6,4,3,2,2,3,4,4,2,7,3,3,3,3,4,3,3,6,5,2,3,6,3,5,4,3,4,3,3,2,5,5,4,3,1,5,7,5,3,2,2,5,4,3,4,2,2,4,2,7,4,6,4,3,2,5
222,1,34,2,6,2,2,7,7,2,6,7,6,1,4,3,1,6,5,7,2,4,1,4,4,6,2,4,3,1,1,1,1,6,2,7,1,6,1,1,4,1,1,6,1,4,4,1,4,2,6,1,2,2,1,1,1,6,4,4,6,6,4,4,7,4,1,4,1,4,4,1,1,1,1,6,2,1,1,4,7,1
223,1,30,2,1,6,1,4,3,2,1,3,1,7,3,6,1,2,7,1,1,5,4,1,1,2,1,4,1,1,1,3,1,6,2,2,7,1,5,1,1,1,1,1,2,6,7,1,1,5,1,1,1,6,2,7,3,1,1,1,1,1,1,7,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,4,1
224,1,35,1,1,1,1,7,7,1,1,2,1,1,1,1,7,7,1,1,1,1,4,2,1,2,1,7,1,2,1,1,1,1,1,1,7,1,1,1,2,1,2,1,1,1,1,1,1,1,3,2,1,1,1,4,1,1,7,7,1,1,1,1,1,1,1,1,1,1,7,1,4,1,4,1,1,7,1,1,5,1
225,1,32,5,6,5,4,3,2,5,4,2,7,5,4,5,2,1,5,6,5,4,3,5,6,5,4,5,4,3,6,7,6,5,6,5,2,4,5,6,7,6, ,4,5,6,6,4,4,5,6,7,6,5,4,5,6,7,2,3,4,3,4,5,6,7,6,5,4,5,1,6,3,4,6,6,5,4,5,6,5,4
226,1,40,3,5,6,5,2,3,6,5,3,5,4,5,6,3,3,7,5,5,5,5,2,6,5,5,6,5,5,5,5,6,5,5,7,5,2,3,5,5,4,6,6,7,2,5,3,5,5,2,1,5,6,5,6,2,5,1,2,5,5,6,6,2,5,2,5,5,6,2,5,2,5,2,5,6,5,6,2,2,4
227,1,47,7,1,5,3,1,1,1,1,7,1,6,2,5,3,3,6,5,3,2,1,1,1,2,1,7,3,2,3,1,3,1,3,4,6,1,1,4,5,1,3,1,1,1,6,2,1,5,1,5,5,4,6,5,4,1,4,3,1,1,1,3,1,1,3,2,1,5,1,1,1,3,6,1,1,1,1,1,7,3
228,1,51,2,4,5,4,2,2,7,3,3,2,6,3,6,5,2,5,4,3,3,4,2,5,5,1,5,4,2,2,1,3,1,2,5,2,2,1,5,2,1,6,4,4,1,1,1,2,4,2,1,1,5,1,3,1,4,3,1,4,1,4,2,3,1,4,2,4,5,2,4,3,2,5,1,5,1,2,2,3,1
229,1,40,5,2,6,5,4,3,4,4,5,5,6,5,6,3,4,5,6,5,5,5,2,6,5,4,6,6,5,4,5,3,2,4,6,3,2,5,6,4,5,5,6,5,2,4,5,5,5,3,5,5,5,5,5,5,4,3,2,5,5,6,5,1,5,5,4,5,5,4,5,5,5,3,3,2,5,3,3,3,4
230,1,32,1,1,7,5,1,1,7,1,3,7,7,7,7,1,2,6,4,7,7,7,1,6,6,2,3,7,1,5,1,1,1,4,5,2,1,5,6,4,4,4,5,7,1,4,1,5,6,6,1,6,7,1,7,7,7,2,2,4,5,5,4,4,3,4,5,3,5,4,5,2,2,2,6,2,2,2,2,2,2
231,1,34,2,2,6,3,3,6,6,6,3,4,4,3,3,4,3,3,4,3,5,3,3,4,5,4,5,5,4,3,5,5,4,5,5,5,4,3,3,4,3,3,5,5,5,3,3,5,4,3,5,2,6,3,3,4,5,4,5,4,4,5,3,5,2,3,4,3,4,3,4,3,3,4,3,5,2,2,2,2,2
232,1,29,7,7,7,5,1,2,7,6,3,7,7,7,5,2,4,7,7,5,6,5,6,6,4,5,3,6,1,7,6,7,7,7,6,1,5,6,2,7,7,3,5,7,6,7,7,7,5,6,6,7,6,5,7,5,7,2,2,3,6,6,7,7,4,6,3,5, , ,1,2,3,1,2,2,2,5,1,2,6
233,1,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
234,1,30,4,3,5,5,2,3,5,2,5,4,6,5,6,3,4,6,5,5,6,5,3,5,5,4,5,6,5,5,6,5,3,5,5,5,2,3,6,3,4,3,5,6,3,2,5,5,6,3,2,5,6,3,6,2,5,2,2,3,5,6,2,3,3,4,2,2,4,3,5,3,5,3,5,3,2,2,2,4,5
235,1,29,3,3,4,3,4,4,3,4,5,4,5,4,5,3,4,5,5,5,5,4,4,5,5,5,4,5,4,5,5,4,5,5,6,3,5,6,5,5,6,5,5,5,4,5,5,4,5,4,5,5,4,5,4,5,5,3,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,3,5,4,5,5
236,1,28,2,6,6,6,2,2,4,6,6,2,7,1,7,1,7,7,7,7,7,1,1,6,1,6,7,6,4,1,1,1,6,2,6,6,2,6,6,2,2,2,7,4,7,1,1,1,6,6,1,1,4,2,6,1,1,2,2,6,6,6,6,2,2,2,2,6,2,2,6,6,1,1,6,6,7,1,1,1,1
237,1,73,5,2,6,5,2,2,6,5,7,6,2,6,6,3,2,6,2,6,2,6,4,6,5,2,6,6,3,1,6,1,4,6,4,2,2,6,5,5,4,6,5,6,3,5,2,4,2,5,2,2,6,2,1,2,2,3,3,6,1,6,4,5,2,2,4,5,5,3,1,3,4,4,1,4,2,5,6,5,1
238,1,41,2,2,5,2,1,1,5,1,6,2,6,5,6,5,5,6,5,3,6,5,1,5,2,2,7,5,2,2,6,2,2,2,7,5,2,2,5,3,2,3,5,6,2,3,2,6,6,3,2,2,6,3,5,2,2,2,2,2,2,7,2,2,5,5,3,2,3,2,5,6,2,2,2,3,5,2,2,5,2
239,1,27,3,2,3,3,3,4,3,5,5,4,4,3,4,3,4,3,4,4,5,4,3,4,5,4,5,4,3,4,4,3,3,4,5,4,4,3,4,5,4,5,3,5,4,4,4,5,4,3,4,4,3,4,3,4,6,3,4,4,4,3,3,3,4,5,4,4,3,5,5,5,2,3,4,3,4,5,5,4,3
240,1,31,3,3,5,5,4,4,4,2,4,3,5,3,5,3,3,3,3,3,5,4,3,3,3,3,3,5,3,3,3,3,3,3,5,3,4,4,5,3,3,2,4,4,3,3,2,3,5,4,4,4,4,3,5,2,3,3,2,4,6,4,5,4,3,5,3,4,4,2,5,3,3,3,6,3,3,4,3,5,4
241,1,35,5,3,5,2,3,5,5,4,7,6,2,5,5,6,2,6,5,6,5,5,5,5,6,3,3,6,5,5,6,2,4,4,6,6,5,6,6,2,4,2,2,5,5,2,5,5,6,5,6,6,4,5,6,3,2,2,2,2,6,6,5,5,4,6,2,2,6,3,5,2,5,6,6,2,5,4,2,5,5
242,1,60,1,1,6,4,1,3,4,1,4,1,7,5,7,4,6,6,4,4,4,6,1,5,6,1,4,7,4,1,6,2,4,4,7,4,1,1,5,1,4,6,5,7,1,1,1,5,4,1,3,2,6,4,4,1,1,1,4,3,4,5,1,1,1,1,1,1,4,1,4,3,1,1,4,1,4,1,1,1,4
243,1,27,4,5,6,2,1,4,3,1,4,2,6,2,7,1,3,5,1,4,5,6,1,4,2,1,6,5,2,2,1,1,3,2,4,6,1,1,5,4,1,2,1,6,1,3,2,2,1,2,1,1,6,3,5,1,1,1,4,1,6,5,4,3,2,1,1,3,5,1,2,3,1,2,6,1,6,3,2,2,2
